PreferenceID,Age,Gender,Education,Caste,Profession,Residence,Religion,Height_cm,Extras,userID
P8261,31,Male,MBA,Kayastha,Business,urban,Hindu,152,,8261
P8262,35,Female,MSC B.Ed,Brahmin,MNC-IT,urban,Hindu,132,,8262
P8263,34,Female,MBA,Brahmin,MNC-IT,urban,Hindu,152,,8263
P8264,20,Male,MA B.Ed,Brahmin,12LPA,rural,Christian,152,,8264
P8265,30,Female,MA B.Ed,Brahmin,IT,rural,Hindu,157,,8265
P8266,35,Male,MA,Brahmin,MNC-IT,urban,Hindu,154,,8266
P8267,29,Male,MA,OBC,Bank,urban,Hindu,154,,8267
P8268,18,Female,MA,Brahmin,Bank,urban,Hindu,162,,8268
P8269,34,Female,MBA,General,Business,urban,Hindu,157,,8269
P8270,20,Male,BSc,SC,Pharma Co B'loe,urban,Hindu,152,,8270
P8271,37,Female,MA,Brahmin,MNC-IT,urban,Hindu,132,,8271
P8272,28,Male,B.Tech,Kayastha,Business,rural,Hindu,157,,8272
P8273,39,Female,MBA,Sunni,Advocate,rural,Hindu,152,,8273
P8274,34,Female,LLB,Kayastha,College lecturer,rural,Christian,132,,8274
P8275,26,Female,MA B.Ed,Kayastha,Researcg-Scholar-germany,rural,Hindu,154,,8275
P8276,20,Male,B.Tech MBA,Banik,Law Firm,rural,Hindu,132,,8276
P8277,33,Male,MSC B.Ed,Baisya,Digital Marketting B'lore,rural,Christian,132,,8277
P8278,35,Male,B.Tech,General,IT,rural,Hindu,162,,8278
P8279,29,Female,B.Tech MBA,Brahmin,IT,rural,Hindu,152,,8279
P8280,18,Male,MSC B.Ed,Brahmin,Researcg-Scholar-germany,urban,Others,152,,8280
P8281,34,Male,MBA,Brahmin,MNC-IT,rural,Sikh,162,,8281
P8282,21,Male,BSc,Brahmin,Law Firm,rural,Hindu,152,,8282
P8283,34,Male,MSC B.Ed,Kayastha,MNC-IT,urban,Muslim,157,,8283
P8284,21,Male,MBA,Brahmin,MNC-IT,urban,Hindu,154,,8284
P8285,28,Female,BA B.Ed,SC,Bank,urban,Christian,157,,8285
P8286,18,Male,B.Tech MBA,Sunni,12LPA,rural,Hindu,152,,8286
P8287,18,Male,MA B.Ed,General,Bank,urban,Hindu,157,,8287
P8288,29,Female,BA,Sunni,12LPA,rural,Others,157,,8288
P8289,19,Female,B.Tech,Baisya,MNC-IT,urban,Hindu,132,,8289
P8290,30,Male,BSc,General,15LPA,rural,Hindu,157,,8290
P8291,27,Male,B.Tech MBA,General,Business,rural,Muslim,132,,8291
P8292,33,Male,B.Tech,Brahmin,Hospital Nurse,rural,Hindu,152,,8292
P8293,34,Male,MBA,Swarnakar,12LPA,rural,Hindu,157,,8293
P8294,25,Male,B.Tech,General,MNC-IT,rural,Hindu,157,,8294
P8295,32,Female,BSc,SC,MNC-IT,urban,Muslim,154,,8295
P8296,33,Female,B.Tech MBA,OBC,MNC-IT,urban,Muslim,162,,8296
P8297,30,Male,MBA,Kayastha,Bank,urban,Hindu,132,,8297
P8298,30,Female,MBA,OBC,15LPA,rural,Sikh,154,,8298
P8299,26,Female,MSC B.Ed,Kayastha,Hospital Nurse,urban,Hindu,154,,8299
P8300,37,Male,LLB,Banerjee,MNC-IT,rural,Christian,162,,8300
P8301,18,Male,B.Tech,Baisya,MNC-IT,rural,Others,132,,8301
P8302,20,Male,MBA,OBC,Business,urban,Hindu,162,,8302
P8303,27,Female,MA,SC,15LPA,urban,Hindu,132,,8303
P8304,34,Male,MSC B.Ed,Chatterjee,MNC-IT,rural,Hindu,132,,8304
P8305,24,Male,B.Tech MBA,OBC,MNC-IT,urban,Hindu,132,,8305
P8306,24,Male,B.Tech MBA,Baisya,12LPA,rural,Hindu,132,,8306
P8307,21,Male,MA B.Ed,SC,Pharma Co B'loe,rural,Hindu,154,,8307
P8308,31,Male,MSC B.Ed,General,Business,urban,Muslim,132,,8308
P8309,30,Male,B.Tech MBA,Baisya,MNC-IT,rural,Muslim,157,,8309
P8310,26,Male,MA,Kayastha,Pharma Co B'loe,urban,Others,152,,8310
P8311,21,Female,MSC B.Ed,General,IT,urban,Muslim,162,,8311
P8312,35,Female,MBA,OBC,Law Firm,rural,Hindu,154,,8312
P8313,20,Male,MBA,OBC,Researcg-Scholar-germany,urban,Hindu,162,,8313
P8314,29,Male,MSC B.Ed,Sunni,Bank,urban,Christian,157,,8314
P8315,20,Male,B.Tech MBA,OBC,MNC-IT,rural,Hindu,162,,8315
P8316,29,Female,MBA,Baisya,IT,urban,Muslim,157,,8316
P8317,30,Female,B.Tech,Kayastha,IT,urban,Muslim,154,,8317
P8318,24,Female,LLB,Baisya,Bank,rural,Hindu,157,,8318
P8319,24,Male,BA,SC,MNC-IT,urban,Muslim,132,,8319
P8320,18,Male,BA,Sunni,Business,urban,Christian,162,,8320
P8321,30,Female,MA,Brahmin,MNC-IT,rural,Hindu,157,,8321
P8322,26,Female,B.Tech MBA,OBC,IT,rural,Hindu,162,,8322
P8323,26,Male,B.Tech,Kayastha,Business,rural,Hindu,152,,8323
P8324,36,Male,MA B.Ed,General,Researcg-Scholar-germany,rural,Hindu,162,,8324
P8325,27,Female,BA,Baisya,IT,urban,Muslim,162,,8325
P8326,27,Male,MA B.Ed,Banik,MNC-IT,urban,Muslim,157,,8326
P8327,34,Male,MSC B.Ed,General,Law Firm,urban,Hindu,154,,8327
P8328,28,Male,MBA,Brahmin,Digital Marketting B'lore,urban,Hindu,162,,8328
P8329,27,Female,MA B.Ed,Baisya,Business,rural,Muslim,162,,8329
P8330,25,Female,B.Tech MBA,Kayastha,College lecturer,urban,Christian,132,,8330
P8331,35,Male,BA,Brahmin,Researcg-Scholar-germany,rural,Muslim,132,,8331
P8332,30,Male,MBA,SC,Business,rural,Hindu,152,,8332
P8333,38,Female,BA,Barujibi,MNC-IT,rural,Christian,154,,8333
P8334,28,Female,MSC B.Ed,Sunni,15LPA,urban,Christian,132,,8334
P8335,36,Male,B.Tech,Brahmin,Bank,rural,Hindu,132,,8335
P8336,30,Male,MBA,Kayastha,IT,urban,Hindu,162,,8336
P8337,39,Male,BA,OBC,Bank,rural,Hindu,132,,8337
P8338,33,Female,BA,OBC,Bank,rural,Hindu,152,,8338
P8339,31,Male,MA,SC,MNC-IT,rural,Hindu,154,,8339
P8340,23,Male,MA B.Ed,Kayastha,IT,rural,Hindu,157,,8340
P8341,36,Female,PhD,Kayastha,MNC-IT,urban,Hindu,154,,8341
P8342,37,Female,MA,Sunni,Hospital Nurse,urban,Muslim,152,,8342
P8343,24,Male,B.Tech MBA,Brahmin,MNC-IT,rural,Hindu,154,,8343
P8344,27,Male,MA B.Ed,OBC,15LPA,rural,Muslim,132,,8344
P8345,39,Male,MA B.Ed,Kayastha,IT,urban,Hindu,132,,8345
P8346,36,Male,MSC B.Ed,Brahmin,Law Firm,urban,Muslim,154,,8346
P8347,35,Female,MBA,Chatterjee,IT,urban,Muslim,152,,8347
P8348,34,Female,MA,Sunni,MNC-IT,rural,Hindu,132,,8348
P8349,32,Female,BSc,Kayastha,Digital Marketting B'lore,urban,Christian,162,,8349
P8350,35,Male,MBA,Swarnakar,MNC-IT,urban,Hindu,152,,8350
P8351,35,Female,MA B.Ed,Kayastha,15LPA,urban,Hindu,152,,8351
P8352,32,Female,PhD,Sunni,MNC-IT,rural,Hindu,162,,8352
P8353,37,Male,MA,Brahmin,Business,rural,Hindu,157,,8353
P8354,23,Female,MA B.Ed,Brahmin,Digital Marketting B'lore,urban,Hindu,157,,8354
P8355,25,Male,BA B.Ed,Baisya,Business,rural,Muslim,157,,8355
P8356,32,Female,B.Tech,General,MNC-IT,rural,Hindu,157,,8356
P8357,29,Female,MSC B.Ed,Kayastha,Digital Marketting B'lore,urban,Hindu,132,,8357
P8358,25,Female,B.Tech,Sunni,IT,urban,Hindu,162,,8358
P8359,20,Female,MSC B.Ed,Kayastha,MNC-IT,rural,Sikh,132,,8359
P8360,33,Female,MA,Baisya,15LPA,urban,Muslim,132,,8360
P8361,28,Male,B.Tech,OBC,Law Firm,urban,Hindu,154,,8361
P8362,24,Male,MA B.Ed,Kayastha,MNC-IT,rural,Hindu,132,,8362
P8363,24,Female,MSC B.Ed,Brahmin,Business,rural,Hindu,152,,8363
P8364,19,Female,B.Tech MBA,Brahmin,Business,rural,Christian,157,,8364
P8365,26,Male,MA B.Ed,OBC,20LPA,urban,Hindu,157,,8365
P8366,31,Male,B.Tech,Kayastha,IT,urban,Hindu,152,,8366
P8367,24,Female,PhD,SC,IT,urban,Hindu,152,,8367
P8368,23,Female,MSC B.Ed,OBC,IT,urban,Hindu,152,,8368
P8369,19,Female,BA,General,MNC-IT,rural,Hindu,162,,8369
P8370,24,Male,MA,General,Bank,rural,Muslim,152,,8370
P8371,21,Female,MA,Kayastha,20LPA,rural,Hindu,132,,8371
P8372,22,Male,MSC B.Ed,Swarnakar,Bank,urban,Hindu,162,,8372
P8373,38,Male,BSc,Kayastha,12LPA,urban,Hindu,162,,8373
P8374,28,Male,MA,General,20LPA,urban,Muslim,152,,8374
P8375,22,Female,MSC B.Ed,SC,MNC-IT,urban,Hindu,154,,8375
P8376,32,Female,B.Tech,OBC,College lecturer,urban,Christian,157,,8376
P8377,20,Male,B.Tech,Brahmin,Business,rural,Hindu,154,,8377
P8378,24,Female,BA,Tili,20LPA,urban,Hindu,154,,8378
P8379,26,Female,PhD,Sunni,Business,rural,Muslim,132,,8379
P8380,39,Male,MBA,Namasudra,MNC-IT,rural,Muslim,152,,8380
P8381,25,Female,LLB,SC,MNC-IT,urban,Hindu,162,,8381
P8382,26,Male,MA,Mukherjee,20LPA,urban,Christian,162,,8382
P8383,38,Female,B.Tech,Kayastha,Business,rural,Hindu,162,,8383
P8384,27,Female,B.Tech MBA,Tambuli,Digital Marketting B'lore,rural,Hindu,154,,8384
P8385,36,Male,MBA,OBC,MNC-IT,rural,Muslim,162,,8385
P8386,33,Female,MA B.Ed,General,IT,urban,Muslim,132,,8386
P8387,34,Female,MSC B.Ed,Kayastha,Business,rural,Hindu,162,,8387
P8388,24,Female,MA,Kayastha,Researcg-Scholar-germany,rural,Hindu,157,,8388
P8389,20,Male,MA B.Ed,OBC,MNC-IT,rural,Others,154,,8389
P8390,20,Female,MA,SC,IT,rural,Others,157,,8390
P8391,26,Female,MA B.Ed,SC,Digital Marketting B'lore,urban,Christian,132,,8391
P8392,35,Male,BSc,Biswas,Business,rural,Hindu,132,,8392
P8393,22,Male,B.Tech,Brahmin,Advocate,urban,Hindu,157,,8393
P8394,27,Male,BSc,Brahmin,MNC-IT,rural,Hindu,157,,8394
P8395,26,Female,MSC B.Ed,OBC,IT,rural,Hindu,157,,8395
P8396,22,Male,BA,Kayastha,Hospital Nurse,rural,Christian,152,,8396
P8397,26,Male,BSc,Kayastha,Pharma Co B'loe,urban,Muslim,154,,8397
P8398,32,Male,MBA,Brahmin,Pharma Co B'loe,urban,Christian,152,,8398
P8399,20,Male,MA B.Ed,Brahmin,Business,rural,Muslim,157,,8399
P8400,38,Male,MA,General,12LPA,rural,Muslim,132,,8400
P8401,33,Female,MSC B.Ed,General,MNC-IT,urban,Christian,152,,8401
P8402,27,Male,LLB,Brahmin,12LPA,rural,Hindu,157,,8402
P8403,26,Female,PhD,Baisya,Advocate,urban,Hindu,162,,8403
P8404,28,Male,BA,Baisya,MNC-IT,rural,Christian,154,,8404
P8405,33,Female,B.Tech,Banerjee,Bank,urban,Muslim,154,,8405
P8406,29,Female,PhD,Brahmin,Business,rural,Hindu,132,,8406
P8407,20,Female,MA B.Ed,General,Law Firm,urban,Hindu,154,,8407
P8408,24,Male,MSC B.Ed,Brahmin,Pharma Co B'loe,urban,Muslim,132,,8408
P8409,35,Female,MA,Baisya,Business,rural,Hindu,132,,8409
P8410,20,Female,MA B.Ed,Kayastha,Bank,rural,Hindu,132,,8410
P8411,34,Male,MSC B.Ed,Kayastha,Business,urban,Hindu,152,,8411
P8412,36,Male,MA B.Ed,OBC,MNC-IT,rural,Hindu,154,,8412
P8413,36,Female,MA,SC,12LPA,rural,Hindu,154,,8413
P8414,20,Male,BA,General,IT,rural,Christian,162,,8414
P8415,24,Female,BA,Swarnakar,Digital Marketting B'lore,rural,Hindu,157,,8415
P8416,24,Male,MSC B.Ed,Kayastha,MNC-IT,rural,Sikh,154,,8416
P8417,24,Male,B.Tech,Brahmin,Bank,rural,Hindu,132,,8417
P8418,28,Male,B.Tech,Brahmin,Hospital Nurse,rural,Christian,154,,8418
P8419,22,Female,MSC B.Ed,Brahmin,MNC-IT,urban,Christian,132,,8419
P8420,38,Female,MA B.Ed,Brahmin,IT,rural,Hindu,152,,8420
P8421,23,Male,MSC B.Ed,Brahmin,Business,urban,Hindu,152,,8421
P8422,38,Female,B.Tech MBA,General,MNC-IT,rural,Sikh,152,,8422
P8423,33,Male,PhD,General,Hospital Nurse,rural,Others,132,,8423
P8424,36,Female,MBA,Kayastha,MNC-IT,rural,Hindu,152,,8424
P8425,38,Female,LLM,Sunni,Business,urban,Hindu,152,,8425
P8426,33,Male,B.Tech,Sunni,Advocate,urban,Hindu,152,,8426
P8427,29,Female,MA,OBC,Business,urban,Hindu,157,,8427
P8428,24,Male,MBA,Kayastha,MNC-IT,rural,Hindu,132,,8428
P8429,34,Male,MBA,Tili,Pharma Co B'loe,rural,Hindu,162,,8429
P8430,19,Female,MA B.Ed,Brahmin,12LPA,urban,Hindu,132,,8430
P8431,20,Female,PhD,OBC,Business,rural,Muslim,157,,8431
P8432,34,Male,MBA,Kayastha,Pharma Co B'loe,rural,Hindu,154,,8432
P8433,29,Male,MSC B.Ed,Kayastha,IT,urban,Hindu,154,,8433
P8434,28,Male,BA,Kayastha,Bank,urban,Hindu,132,,8434
P8435,26,Female,MSC B.Ed,Brahmin,Advocate,urban,Muslim,152,,8435
P8436,30,Female,MA,Brahmin,Pharma Co B'loe,urban,Hindu,157,,8436
P8437,27,Female,MBA,Brahmin,Bank,rural,Christian,154,,8437
P8438,32,Female,LLB,General,Hospital Nurse,rural,Hindu,157,,8438
P8439,30,Male,MBA,Kayastha,20LPA,rural,Christian,152,,8439
P8440,24,Male,MBA,Brahmin,Law Firm,urban,Muslim,157,,8440
P8441,34,Female,MA,Kayastha,Hospital Nurse,urban,Hindu,132,,8441
P8442,34,Female,MSC B.Ed,OBC,Bank,urban,Hindu,132,,8442
P8443,36,Female,B.Tech,General,Advocate,urban,Others,152,,8443
P8444,30,Male,MBA,Baisya,Researcg-Scholar-germany,urban,Hindu,157,,8444
P8445,22,Male,PhD,Kayastha,IT,urban,Hindu,162,,8445
P8446,28,Female,B.Tech MBA,SC,MNC-IT,rural,Hindu,157,,8446
P8447,19,Female,B.Tech MBA,SC,Bank,urban,Muslim,154,,8447
P8448,30,Female,MA,Kayastha,Law Firm,urban,Hindu,162,,8448
P8449,29,Male,B.Tech,OBC,Bank,rural,Hindu,152,,8449
P8450,24,Female,MA B.Ed,SC,IT,urban,Hindu,154,,8450
P8451,29,Male,B.Tech,Sunni,20LPA,urban,Hindu,154,,8451
P8452,21,Male,MSC B.Ed,General,15LPA,rural,Hindu,162,,8452
P8453,29,Male,BA,Kayastha,Advocate,rural,Hindu,132,,8453
P8454,25,Male,BA,Brahmin,Digital Marketting B'lore,rural,Muslim,152,,8454
P8455,38,Female,B.Tech,SC,Business,rural,Christian,132,,8455
P8456,26,Female,MA B.Ed,Baisya,Researcg-Scholar-germany,urban,Christian,157,,8456
P8457,22,Male,BA,SC,MNC-IT,rural,Sikh,152,,8457
P8458,27,Female,MSC B.Ed,Brahmin,Pharma Co B'loe,rural,Christian,154,,8458
P8459,20,Male,B.Tech,Brahmin,MNC-IT,rural,Muslim,154,,8459
P8460,31,Male,MA,Baisya,IT,urban,Hindu,157,,8460
P8461,20,Female,MSC B.Ed,Baisya,IT,rural,Hindu,154,,8461
P8462,32,Female,MA B.Ed,Swarnakar,Advocate,rural,Hindu,157,,8462
P8463,34,Female,BSc,Brahmin,Hospital Nurse,urban,Muslim,162,,8463
P8464,37,Male,B.Tech,Baisya,Business,urban,Hindu,132,,8464
P8465,18,Female,BA,OBC,12LPA,rural,Hindu,162,,8465
P8466,22,Female,Bcom,Brahmin,MNC-IT,urban,Hindu,154,,8466
P8467,30,Male,MBA,Brahmin,College lecturer,rural,Muslim,132,,8467
P8468,31,Male,MA,Biswas,Digital Marketting B'lore,urban,Christian,154,,8468
P8469,39,Female,MBA,SC,IT,urban,Muslim,152,,8469
P8470,20,Female,MBA,General,IT,urban,Christian,132,,8470
P8471,36,Male,MA B.Ed,Brahmin,College lecturer,rural,Muslim,152,,8471
P8472,29,Female,MA B.Ed,OBC,Researcg-Scholar-germany,urban,Hindu,162,,8472
P8473,22,Male,MSC B.Ed,Kayastha,MNC-IT,urban,Christian,157,,8473
P8474,21,Male,Bcom,Kayastha,MNC-IT,rural,Hindu,157,,8474
P8475,21,Male,MBA,Kayastha,Researcg-Scholar-germany,urban,Muslim,157,,8475
P8476,34,Male,MA,SC,College lecturer,urban,Christian,154,,8476
P8477,24,Female,BA,SC,Business,urban,Muslim,154,,8477
P8478,25,Female,BA,Kayastha,15LPA,urban,Christian,132,,8478
P8479,32,Male,MSC B.Ed,Kumbhakar,Business,urban,Muslim,154,,8479
P8480,29,Male,MA B.Ed,OBC,IT,rural,Others,154,,8480
P8481,26,Female,MA,Brahmin,MNC-IT,rural,Hindu,157,,8481
P8482,22,Male,BSc,Sunni,IT,urban,Others,152,,8482
P8483,38,Female,MA B.Ed,Sunni,Pharma Co B'loe,rural,Hindu,152,,8483
P8484,18,Male,MA,Kayastha,Bank,urban,Hindu,152,,8484
P8485,39,Male,LLB,Brahmin,20LPA,urban,Others,132,,8485
P8486,36,Female,MBA,General,Business,rural,Hindu,152,,8486
P8487,36,Female,MBA,SC,IT,rural,Hindu,152,,8487
P8488,18,Female,BSc,General,IT,urban,Hindu,132,,8488
P8489,22,Male,BA,SC,Business,urban,Hindu,132,,8489
P8490,37,Male,BSc,Kayastha,Business,rural,Hindu,152,,8490
P8491,19,Male,BA,Kayastha,Business,rural,Hindu,162,,8491
P8492,21,Male,LLB,Kayastha,20LPA,rural,Hindu,154,,8492
P8493,37,Female,BSc,Kayastha,MNC-IT,rural,Hindu,152,,8493
P8494,26,Female,MBA,Brahmin,Business,rural,Sikh,157,,8494
P8495,19,Male,MSC B.Ed,SC,Pharma Co B'loe,rural,Hindu,157,,8495
P8496,24,Female,BA,Kayastha,15LPA,rural,Muslim,132,,8496
P8497,25,Female,BA,SC,IT,urban,Hindu,152,,8497
P8498,29,Male,MA B.Ed,General,MNC-IT,rural,Hindu,154,,8498
P8499,22,Male,B.Tech MBA,SC,Hospital Nurse,urban,Hindu,132,,8499
P8500,33,Male,B.Tech MBA,Brahmin,College lecturer,urban,Hindu,152,,8500
P8501,38,Male,BSc,Kandi,College lecturer,urban,Hindu,132,,8501
P8502,28,Female,MBA,General,College lecturer,urban,Hindu,154,,8502
P8503,28,Female,B.Tech,Brahmin,Bank,urban,Hindu,162,,8503
P8504,33,Male,B.Tech MBA,SC,IT,urban,Hindu,157,,8504
P8505,21,Male,BA,General,IT,urban,Muslim,132,,8505
P8506,22,Female,MSC B.Ed,Kayastha,Advocate,urban,Hindu,152,,8506
P8507,18,Female,B.Tech,Brahmin,Researcg-Scholar-germany,rural,Hindu,162,,8507
P8508,35,Male,MA B.Ed,Kayastha,MNC-IT,rural,Hindu,132,,8508
P8509,32,Female,BA,SC,Hospital Nurse,rural,Muslim,157,,8509
P8510,35,Male,MA,General,Hospital Nurse,urban,Hindu,162,,8510
P8511,26,Male,MA B.Ed,Kayastha,Researcg-Scholar-germany,rural,Hindu,162,,8511
P8512,35,Female,MA B.Ed,Kayastha,15LPA,rural,Muslim,157,,8512
P8513,22,Female,MSC B.Ed,OBC,Business,rural,Hindu,152,,8513
P8514,34,Male,MSC B.Ed,SC,Business,rural,Hindu,132,,8514
P8515,34,Female,MA,Brahmin,Advocate,urban,Muslim,132,,8515
P8516,39,Female,PhD,Barujibi,College lecturer,urban,Hindu,162,,8516
P8517,36,Male,B.Tech MBA,Kayastha,Business,rural,Christian,152,,8517
P8518,18,Male,MA,Sunni,20LPA,rural,Hindu,162,,8518
P8519,20,Male,BA,OBC,College lecturer,urban,Christian,152,,8519
P8520,26,Female,PhD,Baisya,Business,urban,Hindu,152,,8520
P8521,29,Female,BSc,Brahmin,MNC-IT,rural,Hindu,152,,8521
P8522,18,Male,B.Tech MBA,Kayastha,MNC-IT,urban,Hindu,154,,8522
P8523,25,Male,MA,Baisya,Bank,urban,Muslim,154,,8523
P8524,28,Female,MA,Baisya,MNC-IT,rural,Hindu,162,,8524
P8525,27,Female,MA,Brahmin,Business,urban,Sikh,132,,8525
P8526,34,Male,MSC B.Ed,SC,Advocate,rural,Hindu,132,,8526
P8527,30,Female,MBA,Brahmin,College lecturer,urban,Others,152,,8527
P8528,24,Female,MA B.Ed,General,Business,rural,Muslim,132,,8528
P8529,36,Female,MA B.Ed,OBC,MNC-IT,urban,Hindu,157,,8529
P8530,26,Male,BA,OBC,Business,rural,Hindu,132,,8530
P8531,34,Male,B.Tech,Baisya,IT,rural,Hindu,152,,8531
P8532,31,Female,MBA,SC,IT,urban,Sikh,157,,8532
P8533,34,Female,BSc,General,Advocate,urban,Hindu,132,,8533
P8534,28,Female,LLB,SC,Business,rural,Sikh,154,,8534
P8535,30,Male,MBA,General,12LPA,rural,Hindu,157,,8535
P8536,30,Female,BA,Brahmin,IT,rural,Muslim,152,,8536
P8537,37,Female,B.Tech MBA,SC,Pharma Co B'loe,rural,Hindu,162,,8537
P8538,25,Male,MSC B.Ed,General,Business,urban,Hindu,157,,8538
P8539,21,Female,BA,Kayastha,MNC-IT,urban,Hindu,154,,8539
P8540,29,Female,Bcom,Kayastha,Business,urban,Christian,162,,8540
P8541,22,Female,BSc,General,MNC-IT,urban,Hindu,157,,8541
P8542,36,Male,MA,SC,IT,urban,Muslim,157,,8542
P8543,36,Female,MSC B.Ed,Brahmin,Pharma Co B'loe,rural,Others,157,,8543
P8544,36,Male,PhD,Kayastha,Advocate,rural,Christian,152,,8544
P8545,39,Male,LLB,Kayastha,Law Firm,rural,Hindu,152,,8545
P8546,32,Female,MSC B.Ed,Kayastha,Law Firm,urban,Hindu,132,,8546
P8547,23,Female,MBA,SC,Business,urban,Hindu,157,,8547
P8548,23,Male,PhD,Brahmin,20LPA,rural,Muslim,152,,8548
P8549,19,Female,MBA,Brahmin,Business,urban,Christian,132,,8549
P8550,36,Female,LLM,General,15LPA,urban,Hindu,162,,8550
P8551,34,Male,MA B.Ed,Kayastha,IT,rural,Hindu,154,,8551
P8552,36,Male,MA,Kayastha,15LPA,urban,Christian,152,,8552
P8553,25,Female,B.Tech,General,IT,rural,Hindu,162,,8553
P8554,21,Male,MBA,General,Bank,urban,Muslim,162,,8554
P8555,38,Male,BA,Sunni,Business,urban,Muslim,157,,8555
P8556,28,Male,MA,Kayastha,Bank,rural,Muslim,152,,8556
P8557,21,Female,MSC B.Ed,SC,MNC-IT,urban,Christian,132,,8557
P8558,35,Male,MSC B.Ed,Brahmin,12LPA,urban,Muslim,132,,8558
P8559,23,Female,MA B.Ed,Brahmin,MNC-IT,rural,Hindu,132,,8559
P8560,28,Male,MA B.Ed,Kayastha,Business,rural,Muslim,152,,8560
P8561,23,Female,MSC B.Ed,General,20LPA,urban,Hindu,132,,8561
P8562,34,Female,MA,OBC,Business,rural,Hindu,132,,8562
P8563,37,Female,MA B.Ed,Brahmin,Researcg-Scholar-germany,urban,Muslim,157,,8563
P8564,20,Male,B.Tech MBA,Brahmin,IT,rural,Others,157,,8564
P8565,25,Male,MBA,SC,20LPA,rural,Muslim,157,,8565
P8566,22,Male,BA,SC,12LPA,urban,Hindu,132,,8566
P8567,39,Male,MBA,OBC,MNC-IT,rural,Hindu,132,,8567
P8568,27,Female,B.Tech,Kayastha,Advocate,rural,Hindu,162,,8568
P8569,25,Male,MSC B.Ed,Kayastha,Business,rural,Muslim,162,,8569
P8570,24,Female,MBA,Brahmin,12LPA,rural,Muslim,154,,8570
P8571,34,Male,MA,SC,IT,rural,Hindu,132,,8571
P8572,24,Male,MA,General,20LPA,rural,Hindu,154,,8572
P8573,26,Male,BA,Swarnakar,Business,urban,Hindu,157,,8573
P8574,28,Male,B.Tech,Baisya,College lecturer,rural,Hindu,152,,8574
P8575,38,Male,MBA,General,Advocate,urban,Hindu,132,,8575
P8576,30,Female,MBA,OBC,IT,rural,Muslim,162,,8576
P8577,19,Female,BSc,OBC,IT,urban,Hindu,152,,8577
P8578,39,Male,BA,General,MNC-IT,rural,Muslim,162,,8578
P8579,22,Female,BA,Brahmin,IT,urban,Muslim,154,,8579
P8580,25,Male,MA B.Ed,Kayastha,Hospital Nurse,rural,Sikh,154,,8580
P8581,32,Male,BA,Brahmin,Bank,rural,Hindu,152,,8581
P8582,23,Female,MA B.Ed,Kayastha,MNC-IT,urban,Hindu,157,,8582
P8583,32,Female,B.Tech,Baisya,Business,rural,Hindu,132,,8583
P8584,20,Male,BA,Brahmin,IT,rural,Hindu,154,,8584
P8585,25,Male,B.Tech,Kayastha,Advocate,urban,Hindu,154,,8585
P8586,19,Female,B.Tech,Baisya,IT,urban,Hindu,132,,8586
P8587,26,Male,MSC B.Ed,Dutta,Bank,rural,Hindu,152,,8587
P8588,29,Female,MSC B.Ed,SC,IT,urban,Muslim,157,,8588
P8589,31,Female,MA,Kayastha,MNC-IT,urban,Christian,152,,8589
P8590,29,Male,MA,Kayastha,MNC-IT,rural,Hindu,157,,8590
P8591,38,Male,LLB,Brahmin,Advocate,rural,Hindu,132,,8591
P8592,29,Female,MA,Kayastha,15LPA,urban,Hindu,152,,8592
P8593,26,Female,MSC B.Ed,SC,15LPA,urban,Hindu,152,,8593
P8594,28,Female,MBA,General,IT,urban,Muslim,157,,8594
P8595,26,Male,BA,Kayastha,Pharma Co B'loe,urban,Hindu,162,,8595
P8596,26,Male,MSC B.Ed,Sunni,IT,urban,Hindu,132,,8596
P8597,18,Female,MSC B.Ed,Tili,Business,rural,Muslim,157,,8597
P8598,29,Male,MA,General,MNC-IT,urban,Hindu,157,,8598
P8599,33,Female,MA B.Ed,Kayastha,Business,urban,Christian,154,,8599
P8600,30,Male,MA,Kayastha,MNC-IT,urban,Others,152,,8600
P8601,31,Female,BSc,General,Researcg-Scholar-germany,rural,Hindu,154,,8601
P8602,24,Male,MA,SC,Hospital Nurse,urban,Muslim,132,,8602
P8603,22,Male,BSc,OBC,Advocate,urban,Hindu,152,,8603
P8604,38,Female,MSC B.Ed,Brahmin,Business,rural,Hindu,152,,8604
P8605,21,Male,MA B.Ed,Kayastha,15LPA,rural,Hindu,162,,8605
P8606,29,Female,MBA,Namasudra,12LPA,rural,Muslim,162,,8606
P8607,22,Female,PhD,Brahmin,MNC-IT,rural,Hindu,157,,8607
P8608,25,Male,MA,Brahmin,IT,urban,Muslim,157,,8608
P8609,22,Female,MA,Brahmin,Bank,rural,Christian,157,,8609
P8610,34,Male,MBA,Kayastha,Law Firm,urban,Hindu,152,,8610
P8611,32,Female,MBA,OBC,Hospital Nurse,urban,Hindu,157,,8611
P8612,21,Female,B.Tech,OBC,MNC-IT,urban,Hindu,152,,8612
P8613,20,Female,BA,Barujibi,MNC-IT,rural,Muslim,132,,8613
P8614,19,Female,BA,Kayastha,Digital Marketting B'lore,rural,Hindu,162,,8614
P8615,28,Male,PhD,Brahmin,Business,urban,Hindu,154,,8615
P8616,31,Female,MSC B.Ed,Kayastha,MNC-IT,rural,Christian,154,,8616
P8617,33,Male,BSc,Kayastha,Business,urban,Hindu,157,,8617
P8618,29,Male,BSc,Brahmin,MNC-IT,urban,Muslim,154,,8618
