PreferenceID,Age,Gender,Education,Caste,Profession,Residence,Religion,Height_cm,Extras,userID
P8415,37,Female,"M.SC,PHD",Kayastha,MNC 9LPA,urban,Hindu,162,,8415
P8416,21,Male,B.Tech,Brahmin,MBA-10LPA,urban,Hindu,157,,8416
P8417,29,Male,B.Tech,SC,Business,rural,Hindu,154,,8417
P8418,29,Male,MBA,Kayastha,Business,urban,Hindu,162,,8418
P8419,19,Female,B.Tech MBA,Kayastha,MNC 9LPA,rural,Hindu,162,,8419
P8420,39,Female,B.Tech,Kayastha,MNC-IT,rural,Hindu,162,,8420
P8421,21,Male,MBBS,Brahmin,MBA 12LPA,rural,Hindu,157,,8421
P8422,22,Female,IIT,Pal,Railway Asst. Engineer,rural,Hindu,152,,8422
P8423,26,Male,IIT,Kayastha,MNC-IT,rural,Hindu,157,,8423
P8424,19,Female,B.Tech,Brahmin,IT Engineer(U.K.),rural,Muslim,132,,8424
P8425,27,Female,B.Tech,Brahmin,Bank,rural,Hindu,157,,8425
P8426,35,Male,MSC B.Ed,Kayastha,IT,rural,Hindu,132,,8426
P8427,39,Female,B.Tech,Brahmin,Bank Manager,urban,Hindu,157,,8427
P8428,29,Male,MSC B.Ed,Kayastha,Bank,urban,Hindu,162,,8428
P8429,24,Male,B.Tech,Kayastha,MNC 9LPA,urban,Hindu,152,,8429
P8430,24,Female,MA B.Ed,Brahmin,IT,urban,Christian,152,,8430
P8431,18,Female,B.Tech MBA,Kayastha,Working at Indian Oil 14LPA,rural,Hindu,157,,8431
P8432,26,Male,B.Tech MBA,Kayastha,Business,rural,Hindu,162,,8432
P8433,35,Male,BA B.Ed,SC,B.Tech MBA Pvt 10LPA,rural,Hindu,132,,8433
P8434,22,Male,B.Tech,Pal,Railway Asst. Engineer,rural,Hindu,157,,8434
P8435,23,Female,B.Tech,Kayastha,Advocate,rural,Hindu,157,,8435
P8436,35,Female,NIT,Kumbhakar,Business,urban,Hindu,154,,8436
P8437,38,Female,MSC B.Ed,Brahmin,Asst Professor,urban,Hindu,157,,8437
P8438,26,Female,B.Tech,Subarna Banik,Bank,urban,Hindu,162,,8438
P8439,28,Male,B.Tech MBA,Baisya,MBA-10LPA,urban,Hindu,152,,8439
P8440,28,Male,B.Tech MBA,Kayastha,Working at Indian Oil 14LPA,rural,Hindu,162,,8440
P8441,35,Female,B.Tech,Brahmin,MBA 35LPA,urban,Hindu,132,,8441
P8442,19,Female,M.Tech,Kayastha,Advocate,rural,Hindu,154,,8442
P8443,25,Female,IIT,Brahmin,Govt job,rural,Hindu,132,,8443
P8444,34,Male,B.Tech MBA,Brahmin,Business,urban,Hindu,152,,8444
P8445,25,Male,B.Tech MBA,Napit,Working IN U.S.,urban,Hindu,154,,8445
P8446,25,Female,IIT,Brahmin,MNC,rural,Others,152,,8446
P8447,22,Female,B.Tech,Brahmin,Business,urban,Hindu,162,,8447
P8448,24,Female,BA,Tili,B.Tech 15LPA,urban,Hindu,154,,8448
P8449,39,Male,"M.SC,PHD",Brahmin,Professor,rural,Hindu,132,,8449
P8450,20,Female,MA B.Ed,Kayastha,Digital Marketting B'lore,urban,Hindu,154,,8450
P8451,30,Male,B.Tech MBA,Kumbhakar,MNC-IT,rural,Hindu,162,,8451
P8452,35,Male,MA,Baisya,IT,rural,Hindu,152,,8452
P8453,20,Male,B.Tech,Kayastha,MNC,urban,Hindu,132,,8453
P8454,37,Male,IIT,Kayastha,Business,urban,Hindu,157,,8454
P8455,24,Female,"M.Tech,PHD",Brahmin,Working at Indian Oil 14LPA,rural,Hindu,154,,8455
P8456,32,Female,MBA,Kayastha,IT Engineer(U.K.),urban,Hindu,162,,8456
P8457,33,Male,B.Tech,Kayastha,Bank,urban,Hindu,157,,8457
P8458,37,Female,BA B.Ed,Brahmin,Business,urban,Hindu,154,,8458
P8459,24,Male,B.Tech,Kayastha,Bank Manager,urban,Hindu,154,,8459
P8460,20,Male,MBA,Baisya,IT Engineer(U.K.),rural,Hindu,132,,8460
P8461,27,Female,B.Tech,Brahmin,Asst Professor,urban,Hindu,162,,8461
P8462,34,Female,MSC B.Ed,Brahmin,Asst Professor in Govt College,rural,Hindu,132,,8462
P8463,26,Female,MA,Brahmin,Bank,urban,Hindu,152,,8463
P8464,20,Male,MBA,Kayastha,MBA 35LPA,urban,Hindu,152,,8464
P8465,20,Female,MBA,Kayastha,IT Engineer(U.K.),urban,Hindu,132,,8465
P8466,19,Female,BA,Kayastha,Bank,rural,Hindu,157,,8466
P8467,21,Male,MBA,Tili,B.Tech MBA Pvt 10LPA,urban,Hindu,132,,8467
P8468,26,Male,B.Tech,Baisya,Working at TCS,rural,Hindu,162,,8468
P8469,32,Female,M.Tech,Kayastha,B.Tech 10LPA,rural,Hindu,152,,8469
P8470,33,Female,MBA,Kayastha,MNC-IT,rural,Hindu,152,,8470
P8471,20,Male,MSC B.Ed,Banerjee,MNC-IT,rural,Others,152,,8471
P8472,37,Female,BA,Baisya,Asst Professor,rural,Muslim,157,,8472
P8473,27,Male,MSC B.Ed,Kayastha,Asst Professor in Govt College,rural,Hindu,162,,8473
P8474,36,Male,B.Tech,Kayastha,IT Engineer(U.K.),rural,Hindu,152,,8474
P8475,39,Male,B.Tech,Tili,Professor,rural,Hindu,162,,8475
P8476,34,Male,B.Tech MBA,Kayastha,Working at TCS,rural,Hindu,132,,8476
P8477,32,Female,MBA,Namasudra,B.Tech 15LPA,rural,Hindu,132,,8477
P8478,35,Female,MBA,Mahishya,Researcg-Scholar-germany,urban,Others,132,,8478
P8479,34,Male,MBA,Brahmin,IT,rural,Hindu,154,,8479
P8480,25,Male,B.Tech,Kayastha,MNC 18LPA,urban,Hindu,132,,8480
P8481,26,Female,B.Tech,Kayastha,MNC,rural,Hindu,152,,8481
P8482,25,Male,IIT,Namasudra,IT,rural,Hindu,132,,8482
P8483,32,Female,MBA,Brahmin,Researcg-Scholar-germany,rural,Hindu,154,,8483
P8484,26,Male,MA,Barujibi,MNC 9LPA,rural,Hindu,132,,8484
P8485,30,Male,BA B.Ed,Brahmin,Officer in Central Govt.,rural,Hindu,132,,8485
P8486,32,Female,MA,General,Bank,urban,Hindu,132,,8486
P8487,24,Female,B.Tech,Kayastha,B.Tech MBA Pvt 10LPA,urban,Hindu,132,,8487
P8488,35,Female,MBBS,Brahmin,B.Tech MBA Pvt 10LPA,rural,Hindu,154,,8488
P8489,33,Male,BA,Tili,MNC-IT,rural,Hindu,154,,8489
P8490,30,Male,BA,General,Pharma Co B'loe,urban,Others,152,,8490
P8491,28,Male,MBA,Kayastha,IT,urban,Hindu,154,,8491
P8492,30,Male,IIT,Kayastha,IT,rural,Others,132,,8492
P8493,32,Female,LLM,Brahmin,B.Tech 10LPA,rural,Others,152,,8493
P8494,24,Female,MSC B.Ed,Kayastha,MNC-IT,rural,Hindu,152,,8494
P8495,24,Male,MBA,Kayastha,Working at TCS,urban,Hindu,154,,8495
P8496,31,Female,MSC B.Ed,Kayastha,MBA 35LPA,rural,Hindu,154,,8496
P8497,24,Female,IIT,Sadgop,M.Teach 14LPA,rural,Hindu,154,,8497
P8498,26,Male,B.Tech,Brahmin,Govt job,rural,Hindu,132,,8498
P8499,25,Male,LLB,Kayastha,Project Manager at IBM-35LPA,rural,Hindu,154,,8499
P8500,28,Male,MBA,Kayastha,Working IN U.S.,urban,Hindu,162,,8500
P8501,23,Male,IIT,Kayastha,Pharma Co B'loe,rural,Hindu,162,,8501
P8502,31,Female,"M.Tech,PHD",Brahmin,MNC 18LPA,urban,Christian,162,,8502
P8503,20,Female,B.Tech,SC,Bank,urban,Hindu,132,,8503
P8504,28,Male,MBA,Kayastha,IT,rural,Hindu,157,,8504
P8505,18,Male,MA,Brahmin,IT Engineer(U.K.),urban,Hindu,152,,8505
P8506,30,Female,MSC B.Ed,Kayastha,MNC,urban,Hindu,154,,8506
P8507,27,Female,"M.Tech,PHD",Kayastha,Project Manager at IBM-35LPA,urban,Hindu,132,,8507
P8508,32,Male,MBA,Brahmin,College lecturer,urban,Hindu,152,,8508
P8509,31,Female,MSC B.Ed,Kumbhakar,MBA 35LPA,rural,Hindu,132,,8509
P8510,19,Male,BA,Brahmin,B.Tech 10LPA,rural,Hindu,152,,8510
P8511,26,Male,MA,Brahmin,B.Tech 15LPA,urban,Hindu,162,,8511
P8512,25,Female,BA,Kayastha,Govt job,urban,Hindu,162,,8512
P8513,30,Female,B.Tech,Sadgop,MNC-IT,urban,Hindu,157,,8513
P8514,24,Male,BSc,Brahmin,Advocate,urban,Hindu,157,,8514
P8515,21,Female,MSC B.Ed,Brahmin,Bank,urban,Hindu,162,,8515
P8516,22,Female,MSC B.Ed,Kayastha,MNC-IT,rural,Hindu,162,,8516
P8517,39,Male,IIT,Brahmin,B.Tech MBA Pvt 10LPA,urban,Hindu,162,,8517
P8518,22,Male,MSC B.Ed,Namasudra,B.Tech 15LPA,urban,Hindu,154,,8518
P8519,32,Male,IIT,Mahishya,Bank,rural,Hindu,157,,8519
P8520,36,Female,M.Tech,Brahmin,MNC-IT,rural,Christian,157,,8520
P8521,20,Female,MA B.Ed,Brahmin,MNC-IT,rural,Hindu,157,,8521
P8522,35,Male,B.Tech MBA,Baisya,IT,rural,Hindu,132,,8522
P8523,26,Male,MSC B.Ed,Kayastha,MNC,rural,Hindu,162,,8523
P8524,36,Female,MA,Kayastha,Working IN U.S.,rural,Hindu,162,,8524
P8525,36,Female,B.Tech,Kayastha,IT Engineer(U.K.),rural,Hindu,157,,8525
P8526,24,Male,MBBS,Brahmin,B.Tech 10LPA,rural,Hindu,152,,8526
P8527,33,Female,B.Tech,Kayastha,MBA-10LPA,rural,Hindu,132,,8527
P8528,37,Female,B.Tech,Kayastha,MNC-IT,rural,Hindu,162,,8528
P8529,20,Female,MBA,Brahmin,B.Tech MBA Pvt 10LPA,rural,Hindu,157,,8529
P8530,32,Male,B.Tech,Kayastha,Officer in Central Govt.,rural,Hindu,152,,8530
P8531,18,Male,B.Tech,Brahmin,Digital Marketting B'lore,urban,Hindu,132,,8531
P8532,19,Female,B.Tech,Kayastha,Bank,urban,Hindu,154,,8532
P8533,26,Female,MA B.Ed,Sadgop,MNC-IT,rural,Hindu,157,,8533
P8534,26,Female,MA B.Ed,Kayastha,Business,rural,Hindu,157,,8534
P8535,32,Male,BA,Banerjee,Pharma Co B'loe,rural,Sikh,152,,8535
P8536,26,Female,IIT,Baisya,College lecturer,rural,Hindu,132,,8536
P8537,22,Female,B.Tech,Kayastha,IT,urban,Hindu,162,,8537
P8538,19,Male,IIT,Brahmin,IT Engineer(U.K.),rural,Hindu,132,,8538
P8539,34,Female,MBA,Kayastha,Asst Professor in Govt College,rural,Hindu,157,,8539
P8540,23,Female,BA,Kayastha,B.Tech 15LPA,rural,Hindu,157,,8540
P8541,21,Female,BA,Kayastha,Law Firm,rural,Hindu,154,,8541
P8542,26,Male,BA,Kayastha,MNC-IT,urban,Hindu,152,,8542
P8543,32,Female,B.Tech MBA,Kayastha,Business,rural,Hindu,152,,8543
P8544,19,Male,BA B.Ed,Kayastha,MNC 18LPA,urban,Christian,157,,8544
P8545,20,Male,B.Tech,Kayastha,Officer in Central Govt.,urban,Hindu,157,,8545
P8546,18,Female,B.Tech,Kayastha,MBA-10LPA,urban,Hindu,154,,8546
P8547,25,Female,M.Tech,Kayastha,Asst Professor,urban,Hindu,152,,8547
P8548,28,Male,MBA,Kayastha,B.Tech 15LPA,rural,Hindu,162,,8548
P8549,35,Female,MA B.Ed,Kayastha,MBA-10LPA,rural,Hindu,132,,8549
P8550,38,Female,B.Tech,Kayastha,M.Teach 14LPA,rural,Hindu,132,,8550
P8551,20,Male,"M.SC,PHD",Brahmin,Working at TCS,urban,Hindu,132,,8551
P8552,20,Male,MA B.Ed,Kayastha,IT,rural,Hindu,162,,8552
P8553,18,Female,Bcom,Brahmin,MNC-IT,urban,Hindu,152,,8553
P8554,23,Male,MBA,Kayastha,Working IN U.S.,rural,Hindu,132,,8554
P8555,24,Male,B.Tech,Kayastha,B.Tech 10LPA,urban,Hindu,162,,8555
P8556,28,Male,MBA,Karmakar,Business,rural,Hindu,154,,8556
P8557,19,Female,MA B.Ed,Tili,B.Tech 10LPA,urban,Hindu,132,,8557
P8558,27,Male,B.Tech,Brahmin,B.Tech 10LPA,rural,Muslim,162,,8558
P8559,19,Female,BA,SC,Railway Asst. Engineer,rural,Hindu,152,,8559
P8560,38,Male,M.Tech,Mukherjee,MNC-IT,rural,Hindu,152,,8560
P8561,23,Female,IIT,Brahmin,Bank,rural,Hindu,132,,8561
P8562,29,Female,MA,Kayastha,MNC-IT,urban,Hindu,154,,8562
P8563,35,Female,B.Tech MBA,Kayastha,Researcg-Scholar-germany,rural,Hindu,157,,8563
P8564,39,Male,MSC B.Ed,Baisya,Law Firm,urban,Hindu,132,,8564
P8565,20,Male,MSC B.Ed,Kayastha,Bank,rural,Hindu,162,,8565
P8566,33,Male,MSC B.Ed,Banerjee,Law Firm,urban,Hindu,154,,8566
P8567,38,Male,MBA,Kayastha,B.Tech MBA Pvt 10LPA,urban,Hindu,154,,8567
P8568,23,Female,BA B.Ed,Kayastha,B.Tech 10LPA,rural,Hindu,154,,8568
P8569,35,Male,M.Tech,Brahmin,Asst Professor in Govt College,rural,Hindu,154,,8569
P8570,27,Female,B.Tech,Tili,MNC-IT,urban,Hindu,162,,8570
P8571,33,Male,IIT,Tili,Asst Professor in Govt College,rural,Hindu,152,,8571
P8572,18,Male,MBA,Kayastha,IT,rural,Hindu,162,,8572
P8573,32,Male,MBA,Brahmin,Working IN U.S.,urban,Hindu,162,,8573
P8574,38,Male,B.Tech,Brahmin,IT,urban,Hindu,157,,8574
P8575,22,Male,MSC B.Ed,Brahmin,Digital Marketting B'lore,rural,Hindu,152,,8575
P8576,30,Female,MA B.Ed,Kayastha,Bank,urban,Hindu,132,,8576
P8577,25,Female,MSC B.Ed,Mahishya,IT,rural,Hindu,154,,8577
P8578,36,Male,B.Tech,Brahmin,MNC,urban,Hindu,154,,8578
P8579,20,Female,MSC B.Ed,Brahmin,Business,urban,Hindu,154,,8579
P8580,28,Male,MBA,Kayastha,MNC 9LPA,urban,Hindu,152,,8580
P8581,18,Male,MSC B.Ed,Kayastha,MBA-10LPA,urban,Hindu,152,,8581
P8582,18,Female,MBA,Brahmin,Business,urban,Hindu,152,,8582
P8583,31,Female,MA B.Ed,Sunni,MNC 9LPA,urban,Hindu,154,,8583
P8584,18,Male,B.Tech,Mahishya,MNC 9LPA,urban,Hindu,154,,8584
P8585,18,Male,MBA,Brahmin,Business,rural,Hindu,152,,8585
P8586,37,Female,MA B.Ed,Kayastha,B.Tech 10LPA,rural,Hindu,157,,8586
P8587,20,Male,MA B.Ed,Brahmin,B.Tech 10LPA,rural,Muslim,154,,8587
P8588,29,Female,B.Tech,Kayastha,Business,rural,Hindu,132,,8588
P8589,24,Female,B.Tech,Brahmin,MNC-IT,rural,Hindu,162,,8589
P8590,37,Male,B.Tech MBA,Brahmin,MNC-IT,urban,Hindu,152,,8590
P8591,26,Male,B.Tech,Namasudra,Railway Asst. Engineer,urban,Hindu,152,,8591
P8592,39,Female,"M.Tech,PHD",Kayastha,Business,rural,Hindu,132,,8592
P8593,28,Female,LLB,Sadgop,Railway Asst. Engineer,urban,Hindu,132,,8593
P8594,31,Female,BA,Kayastha,Business,rural,Hindu,152,,8594
P8595,19,Male,MBA,Kayastha,Railway Asst. Engineer,urban,Hindu,154,,8595
P8596,37,Male,MBA,Kayastha,MNC-IT,urban,Hindu,162,,8596
P8597,18,Female,MA B.Ed,Brahmin,MNC,urban,Hindu,162,,8597
P8598,32,Male,MBA,Kayastha,MBA 12LPA,urban,Hindu,157,,8598
P8599,21,Female,LLB,Sadgop,Bank Manager,rural,Hindu,162,,8599
P8600,27,Male,IIT,Kayastha,Govt job,urban,Hindu,132,,8600
P8601,20,Female,BSc,Kayastha,Digital Marketting B'lore,urban,Hindu,132,,8601
P8602,22,Male,B.Tech MBA,Kayastha,M.Teach 14LPA,rural,Christian,132,,8602
P8603,19,Male,MBA,Kayastha,Govt job,rural,Hindu,154,,8603
P8604,23,Female,IIT,Kayastha,Business,rural,Hindu,132,,8604
P8605,30,Male,MSC B.Ed,Kayastha,MNC 18LPA,urban,Hindu,162,,8605
P8606,39,Female,B.Tech,SC,Govt job,rural,Hindu,157,,8606
P8607,35,Female,B.Tech MBA,Brahmin,Business,urban,Hindu,162,,8607
P8608,30,Male,B.Tech,Brahmin,Govt job,urban,Hindu,157,,8608
P8609,31,Female,B.Tech,Kayastha,Digital Marketting B'lore,rural,Sikh,162,,8609
P8610,37,Male,IIT,SC,Railway Asst. Engineer,rural,Hindu,152,,8610
P8611,30,Female,IIT,Mahishya,B.Tech 10LPA,urban,Hindu,157,,8611
P8612,27,Female,MSC B.Ed,Baisya,MNC,rural,Others,157,,8612
P8613,29,Female,B.Tech MBA,Kayastha,Working at TCS,urban,Hindu,157,,8613
P8614,27,Female,NIT,Kayastha,Asst Professor,rural,Hindu,154,,8614
P8615,38,Male,IIT,Kayastha,Business,rural,Hindu,152,,8615
P8616,34,Female,B.Tech,Brahmin,College lecturer,rural,Hindu,152,,8616
P8617,38,Male,B.Tech,Barujibi,Officer in Central Govt.,rural,Hindu,132,,8617
P8618,33,Male,MSC B.Ed,Kayastha,Project Manager at IBM-35LPA,urban,Hindu,157,,8618
P8619,27,Male,B.Tech,Kayastha,IT,rural,Hindu,152,,8619
P8620,35,Male,B.Tech,Sadgop,MBA 35LPA,urban,Hindu,154,,8620
P8621,27,Female,MA B.Ed,Brahmin,MNC-IT,urban,Hindu,132,,8621
P8622,20,Male,MA,Brahmin,B.Tech 15LPA,rural,Hindu,157,,8622
P8623,39,Female,NIT,Kayastha,IT,rural,Hindu,132,,8623
P8624,39,Female,MSC B.Ed,Namasudra,MNC-IT,urban,Hindu,132,,8624
P8625,36,Female,IIT,Kayastha,Asst Professor,urban,Hindu,154,,8625
P8626,22,Male,B.Tech,Brahmin,Advocate,urban,Hindu,157,,8626
P8627,31,Male,MBA,Baisya,Govt job,rural,Hindu,154,,8627
P8628,27,Female,MBA,Brahmin,Working at TCS,rural,Hindu,152,,8628
P8629,34,Male,MBA,Brahmin,Govt job,urban,Hindu,157,,8629
P8630,21,Male,MBA,Kayastha,MNC-IT,urban,Hindu,152,,8630
P8631,19,Female,MBA,Brahmin,IT,rural,Hindu,162,,8631
P8632,39,Female,MA,Kayastha,Working at Indian Oil 14LPA,rural,Hindu,152,,8632
P8633,37,Male,BA,Sadgop,Business,urban,Hindu,157,,8633
P8634,28,Female,Bcom,Brahmin,IT,urban,Hindu,132,,8634
P8635,34,Female,MSC B.Ed,Brahmin,Advocate,rural,Hindu,154,,8635
P8636,29,Male,MBA,Namasudra,MBA-10LPA,urban,Hindu,152,,8636
P8637,20,Female,B.Tech MBA,Sadgop,Govt job,urban,Hindu,162,,8637
P8638,25,Female,B.Tech,Kayastha,MBA-10LPA,urban,Hindu,154,,8638
P8639,25,Male,B.Tech,Kayastha,Officer in Central Govt.,urban,Hindu,157,,8639
P8640,25,Male,B.Tech,Namasudra,Business,urban,Hindu,162,,8640
P8641,39,Male,IIT,Kayastha,M.Teach 14LPA,urban,Hindu,157,,8641
P8642,34,Male,MBA,Kayastha,IT Engineer(U.K.),rural,Hindu,157,,8642
P8643,21,Female,BA B.Ed,Kayastha,MBA-10LPA,rural,Hindu,132,,8643
P8644,23,Male,MSC B.Ed,Kayastha,MNC-IT,rural,Hindu,132,,8644
P8645,31,Female,B.Tech MBA,Kayastha,Govt job,rural,Hindu,162,,8645
P8646,36,Male,BA,Brahmin,B.Tech 15LPA,urban,Hindu,132,,8646
P8647,29,Female,LLB,Kayastha,IT,rural,Hindu,152,,8647
P8648,34,Female,MA,Kayastha,Asst Professor in Govt College,urban,Hindu,132,,8648
P8649,36,Female,NIT,Brahmin,Working at Indian Oil 14LPA,rural,Hindu,154,,8649
P8650,25,Female,MBA,Brahmin,Business,rural,Hindu,162,,8650
P8651,29,Female,MA B.Ed,Kayastha,Business,urban,Hindu,162,,8651
P8652,38,Female,B.Tech MBA,Kayastha,Researcg-Scholar-germany,urban,Hindu,157,,8652
P8653,36,Male,NIT,Kayastha,Professor,rural,Hindu,162,,8653
P8654,26,Male,BA,Brahmin,M.Teach 14LPA,urban,Hindu,162,,8654
P8655,18,Female,BA,Banerjee,B.Tech 15LPA,rural,Hindu,162,,8655
P8656,28,Male,M.Tech,Kayastha,Law Firm,urban,Sikh,157,,8656
P8657,24,Male,MA,Kayastha,Officer in Central Govt.,rural,Hindu,132,,8657
P8658,38,Female,MBBS,Kayastha,Officer in Central Govt.,urban,Hindu,157,,8658
P8659,28,Male,B.Tech MBA,Namasudra,Govt job,urban,Hindu,152,,8659
P8660,37,Female,B.Tech,Kayastha,B.Tech 15LPA,rural,Hindu,157,,8660
P8661,36,Female,MSC B.Ed,Kayastha,Asst Professor in Govt College,rural,Hindu,162,,8661
P8662,36,Male,B.Tech,Kayastha,B.Tech 10LPA,rural,Hindu,152,,8662
P8663,34,Female,MBBS,Kayastha,Working at TCS,rural,Hindu,162,,8663
P8664,18,Male,MBA,Kayastha,Bank,urban,Hindu,157,,8664
P8665,27,Male,Bcom,Kayastha,Project Manager at IBM-35LPA,rural,Hindu,162,,8665
P8666,29,Male,BSc,Napit,B.Tech MBA Pvt 10LPA,rural,Hindu,152,,8666
P8667,38,Male,IIT,Kayastha,B.Tech 10LPA,urban,Hindu,157,,8667
P8668,30,Male,B.com,Brahmin,Business,rural,Hindu,132,,8668
P8669,18,Female,B.Tech,Kayastha,Digital Marketting B'lore,urban,Hindu,132,,8669
P8670,36,Female,BA,Brahmin,Working at TCS,rural,Hindu,152,,8670
P8671,29,Male,MBA,Brahmin,Asst Professor,rural,Hindu,152,,8671
P8672,23,Female,MSC B.Ed,Kayastha,Digital Marketting B'lore,rural,Hindu,157,,8672
P8673,25,Female,MA,Tili,Working IN U.S.,urban,Hindu,152,,8673
P8674,37,Male,MBA,Kayastha,Digital Marketting B'lore,rural,Hindu,162,,8674
P8675,26,Female,B.Tech,Namasudra,Business,urban,Hindu,162,,8675
P8676,22,Female,B.Tech,Sunni,B.Tech MBA Pvt 10LPA,urban,Hindu,154,,8676
P8677,18,Male,B.Tech,Kayastha,Pharma Co B'loe,rural,Hindu,132,,8677
P8678,30,Male,MBA,Kayastha,MNC 18LPA,rural,Muslim,132,,8678
P8679,35,Male,BA,Kayastha,Working at TCS,rural,Hindu,152,,8679
P8680,33,Male,B.Tech,Brahmin,Govt job,urban,Hindu,154,,8680
P8681,33,Female,M.Tech,Kayastha,B.Tech 15LPA,urban,Hindu,157,,8681
P8682,32,Female,"M.SC,PHD",SC,Business,rural,Hindu,162,,8682
P8683,36,Male,B.Tech,Brahmin,Asst Professor in Govt College,urban,Hindu,132,,8683
P8684,24,Male,MA B.Ed,Brahmin,IT Engineer(U.K.),urban,Hindu,152,,8684
P8685,22,Female,B.Tech,Kayastha,Asst Professor,urban,Hindu,154,,8685
P8686,26,Male,MSC B.Ed,Kayastha,MNC 18LPA,rural,Hindu,162,,8686
P8687,31,Female,B.Tech,Kayastha,Business,urban,Hindu,162,,8687
P8688,39,Female,MA,Kayastha,Researcg-Scholar-germany,rural,Hindu,162,,8688
P8689,32,Male,MBA,Brahmin,Working IN U.S.,rural,Hindu,162,,8689
P8690,24,Male,MBA,Mahishya,IT Engineer(U.K.),rural,Sikh,162,,8690
P8691,26,Male,BA,Kayastha,Asst Professor,rural,Others,157,,8691
P8692,33,Male,IIT,Napit,Bank,rural,Hindu,157,,8692
P8693,34,Female,BA B.Ed,Kayastha,MNC-IT,rural,Hindu,154,,8693
P8694,33,Male,MA B.Ed,Brahmin,MNC-IT,urban,Hindu,162,,8694
P8695,30,Male,BA,Brahmin,MNC,urban,Hindu,132,,8695
P8696,29,Female,B.Tech,Kayastha,Project Manager at IBM-35LPA,urban,Hindu,154,,8696
P8697,27,Male,MSC B.Ed,Brahmin,Pharma Co B'loe,rural,Hindu,157,,8697
P8698,29,Male,"M.SC,PHD",Kayastha,IT,urban,Others,154,,8698
P8699,20,Female,MSC B.Ed,Brahmin,Govt job,rural,Hindu,132,,8699
P8700,21,Male,B.Tech,Brahmin,MNC-IT,rural,Hindu,132,,8700
P8701,24,Female,B.Tech,Kayastha,Bank,urban,Hindu,162,,8701
P8702,32,Male,B.Tech MBA,Baisya,Working at Indian Oil 14LPA,rural,Hindu,157,,8702
P8703,26,Male,MBA,Namasudra,B.Tech 10LPA,urban,Hindu,162,,8703
P8704,31,Male,MBA,Kayastha,Bank,rural,Hindu,132,,8704
P8705,21,Male,IIT,Kayastha,MBA 35LPA,rural,Hindu,154,,8705
P8706,29,Male,BA,Kayastha,College lecturer,rural,Hindu,162,,8706
P8707,37,Male,B.Tech,Brahmin,Bank,urban,Hindu,132,,8707
P8708,32,Female,IIT,Brahmin,B.Tech 10LPA,rural,Hindu,162,,8708
P8709,25,Female,MSC B.Ed,Brahmin,Pharma Co B'loe,urban,Hindu,154,,8709
P8710,36,Female,B.com,Brahmin,Asst Professor in Govt College,rural,Hindu,162,,8710
P8711,23,Female,MBA,Kayastha,Business,urban,Hindu,132,,8711
P8712,37,Female,BA,Brahmin,Business,urban,Hindu,157,,8712
P8713,27,Female,MBA,Barujibi,MNC 18LPA,urban,Hindu,162,,8713
P8714,20,Female,IIT,Brahmin,Advocate,rural,Hindu,152,,8714
P8715,19,Male,IIT,General,IT,rural,Hindu,162,,8715
P8716,22,Female,MA,Brahmin,Asst Professor in Govt College,rural,Hindu,154,,8716
P8717,22,Female,B.Tech MBA,Kayastha,MNC-IT,rural,Hindu,152,,8717
P8718,22,Male,MSC B.Ed,Sadgop,Business,urban,Hindu,157,,8718
P8719,24,Male,IIT,Banerjee,Researcg-Scholar-germany,rural,Hindu,154,,8719
P8720,21,Female,MBA,SC,MBA 35LPA,urban,Hindu,132,,8720
P8721,33,Female,MSC B.Ed,Kayastha,MNC-IT,urban,Hindu,132,,8721
P8722,31,Male,BSc,Kayastha,Professor,urban,Hindu,132,,8722
P8723,29,Male,MA,Sunni,Bank,rural,Hindu,132,,8723
P8724,19,Female,BA,Brahmin,Business,urban,Hindu,157,,8724
P8725,28,Female,IIT,Kayastha,B.Tech 10LPA,rural,Hindu,162,,8725
P8726,21,Female,BA,Mukherjee,Business,rural,Hindu,162,,8726
P8727,25,Male,B.Tech,Brahmin,Bank Manager,rural,Hindu,157,,8727
P8728,27,Male,MBA,Kayastha,MNC 18LPA,rural,Hindu,152,,8728
P8729,30,Male,MBA,Mahishya,B.Tech 10LPA,rural,Hindu,154,,8729
P8730,25,Female,Bcom,Kayastha,Advocate,rural,Hindu,162,,8730
P8731,26,Male,MA B.Ed,Brahmin,B.Tech 15LPA,rural,Hindu,157,,8731
P8732,28,Female,MA B.Ed,Brahmin,Digital Marketting B'lore,urban,Hindu,162,,8732
P8733,36,Male,B.Tech,Brahmin,College lecturer,urban,Hindu,162,,8733
P8734,23,Female,B.Tech MBA,Kayastha,MNC-IT,rural,Hindu,152,,8734
P8735,27,Female,MBA,Kayastha,Professor,rural,Hindu,152,,8735
P8736,36,Male,IIT,Baisya,Advocate,urban,Muslim,154,,8736
P8737,23,Female,MBA,others,MNC-IT,rural,Hindu,157,,8737
P8738,25,Male,LLM,Kayastha,Officer in Central Govt.,urban,Hindu,152,,8738
P8739,39,Male,"M.SC,PHD",Kayastha,IT,urban,Hindu,152,,8739
P8740,28,Male,B.Tech,Kumbhakar,MNC 9LPA,urban,Hindu,154,,8740
P8741,38,Male,MBA,Sadgop,Researcg-Scholar-germany,urban,Hindu,152,,8741
P8742,27,Female,MSC B.Ed,Brahmin,Business,urban,Hindu,132,,8742
