,Age_at_Marriage,Gender,Education_Level,Caste_Match,Religion,Urban_Rural,Marital_Satisfaction,Divorce_Status,Income_Level,Spouse_Working,Inter-Caste,Inter-Religion
7613,35,Female,Graduate,Same,Hindu,Urban,Medium,No,Middle,Yes,No,No
7614,35,Female,PhD,Same,Hindu,Rural,High,No,High,Yes,Yes,Yes
7615,27,Female,Graduate,Same,Christian,Rural,High,No,Middle,No,No,No
7616,24,Female,Postgraduate,Same,Sikh,Rural,Medium,No,High,No,No,No
7617,26,Male,Postgraduate,Same,Hindu,Urban,High,No,Middle,Yes,Yes,No
7618,31,Female,School,Same,Muslim,Urban,Medium,No,Low,No,No,No
7619,26,Male,Graduate,Same,Hindu,Rural,Medium,No,Middle,Yes,Yes,No
7620,30,Female,School,Same,Muslim,Rural,Low,No,Middle,Yes,Yes,No
7621,29,Female,Graduate,Different,Hindu,Rural,High,No,Low,No,No,Yes
7622,21,Female,PhD,Same,Hindu,Urban,High,No,High,No,No,No
7623,29,Female,Postgraduate,Different,Hindu,Urban,High,No,Middle,Yes,No,No
7624,32,Female,Graduate,Same,Muslim,Rural,Medium,No,Middle,No,Yes,No
7625,21,Female,Graduate,Same,Others,Urban,High,Yes,Low,Yes,No,No
7626,23,Female,Graduate,Same,Hindu,Urban,High,No,High,Yes,No,No
7627,19,Male,Postgraduate,Same,Others,Urban,High,No,Low,Yes,Yes,No
7628,38,Female,Postgraduate,Different,Hindu,Rural,High,No,Middle,No,Yes,Yes
7629,36,Female,Postgraduate,Different,Hindu,Urban,High,No,Low,No,No,Yes
7630,25,Male,Graduate,Same,Hindu,Rural,Medium,No,Low,Yes,No,No
7631,32,Female,School,Same,Muslim,Urban,High,No,Middle,Yes,No,No
7632,37,Female,PhD,Same,Others,Rural,Medium,No,Middle,Yes,No,No
7633,29,Male,Graduate,Same,Hindu,Rural,Medium,Yes,Middle,No,No,No
7634,36,Male,School,Same,Muslim,Urban,High,Yes,High,Yes,No,No
7635,39,Male,School,Same,Hindu,Rural,Medium,No,Middle,No,No,No
7636,34,Male,Graduate,Different,Muslim,Urban,Medium,Yes,Middle,No,No,No
7637,18,Male,School,Same,Hindu,Urban,High,No,Middle,Yes,No,No
7638,34,Female,PhD,Different,Muslim,Urban,High,No,Middle,Yes,No,Yes
7639,35,Male,Postgraduate,Same,Hindu,Urban,High,No,Middle,Yes,No,No
7640,19,Male,Postgraduate,Same,Hindu,Urban,Medium,No,Middle,No,No,No
7641,23,Female,Postgraduate,Same,Hindu,Urban,Medium,No,High,No,No,Yes
7642,20,Male,School,Same,Muslim,Urban,Medium,No,Low,No,No,No
7643,23,Female,Graduate,Same,Hindu,Urban,High,No,Low,No,No,Yes
7644,34,Male,School,Same,Hindu,Rural,Medium,No,Middle,Yes,Yes,Yes
7645,33,Female,School,Different,Hindu,Urban,High,No,Middle,No,No,No
7646,34,Male,Postgraduate,Different,Hindu,Urban,High,No,Middle,No,Yes,No
7647,39,Female,Graduate,Same,Christian,Urban,High,No,Low,No,No,No
7648,24,Female,PhD,Different,Muslim,Urban,High,No,Middle,No,No,No
7649,27,Female,Graduate,Same,Sikh,Rural,Medium,No,Middle,No,Yes,No
7650,35,Male,School,Same,Hindu,Rural,Medium,No,Middle,Yes,No,No
7651,21,Male,PhD,Same,Muslim,Urban,High,No,Middle,Yes,No,No
7652,20,Female,Graduate,Different,Hindu,Urban,Medium,No,Low,No,No,Yes
7653,31,Female,Graduate,Same,Hindu,Urban,Low,No,Low,Yes,No,No
7654,35,Male,Postgraduate,Different,Muslim,Urban,Medium,No,Middle,No,No,No
7655,31,Male,Graduate,Different,Muslim,Urban,Medium,No,Middle,No,No,No
7656,30,Female,Postgraduate,Same,Christian,Urban,Medium,Yes,Low,No,No,No
7657,23,Female,Graduate,Same,Hindu,Urban,Low,No,Middle,Yes,Yes,No
7658,35,Female,PhD,Different,Muslim,Urban,Medium,No,High,No,No,No
7659,32,Female,Graduate,Different,Hindu,Urban,Low,No,High,No,No,No
7660,23,Male,PhD,Same,Muslim,Rural,Medium,No,Low,Yes,Yes,Yes
7661,31,Male,Graduate,Same,Hindu,Urban,Medium,No,Middle,No,No,No
7662,26,Male,School,Same,Hindu,Urban,Medium,No,Low,No,No,Yes
7663,28,Female,Postgraduate,Same,Others,Rural,Medium,No,Low,No,Yes,Yes
7664,19,Female,Graduate,Same,Hindu,Rural,Medium,No,Low,No,No,No
7665,28,Female,Graduate,Same,Hindu,Urban,High,No,Middle,No,No,No
7666,24,Male,Graduate,Same,Hindu,Urban,Medium,No,Middle,No,Yes,No
7667,22,Male,Graduate,Same,Hindu,Urban,Low,No,Low,Yes,Yes,No
7668,38,Female,School,Same,Muslim,Urban,Medium,No,Middle,Yes,Yes,No
7669,22,Male,Graduate,Same,Hindu,Urban,Medium,No,High,No,No,No
7670,33,Female,School,Different,Hindu,Urban,Medium,No,Low,Yes,No,Yes
7671,33,Female,School,Different,Hindu,Rural,High,No,Middle,Yes,No,No
7672,34,Female,School,Different,Hindu,Urban,Medium,No,Low,Yes,No,No
7673,18,Female,Graduate,Same,Sikh,Urban,High,No,Middle,Yes,No,No
7674,31,Male,Postgraduate,Different,Christian,Rural,Medium,No,Low,Yes,No,No
7675,24,Male,Graduate,Same,Hindu,Rural,Medium,No,Middle,No,Yes,No
7676,20,Female,School,Same,Hindu,Rural,Medium,Yes,Low,Yes,No,No
7677,29,Male,PhD,Same,Hindu,Urban,Medium,No,High,Yes,Yes,No
7678,34,Female,School,Same,Christian,Rural,Low,No,Low,Yes,Yes,Yes
7679,38,Male,Graduate,Same,Others,Rural,Medium,Yes,Low,Yes,No,No
7680,32,Male,Postgraduate,Same,Christian,Urban,High,No,Low,Yes,Yes,No
7681,34,Female,Postgraduate,Same,Hindu,Urban,Medium,No,Middle,Yes,No,No
7682,33,Female,Postgraduate,Different,Christian,Urban,High,Yes,High,No,No,No
7683,27,Male,PhD,Same,Muslim,Rural,High,No,Middle,Yes,No,No
7684,25,Female,Graduate,Same,Muslim,Rural,Low,Yes,Low,Yes,No,No
7685,22,Female,Graduate,Same,Hindu,Urban,Medium,Yes,Middle,Yes,No,No
7686,26,Female,Graduate,Same,Christian,Urban,High,No,Middle,No,No,Yes
7687,28,Male,School,Same,Muslim,Urban,Medium,No,Middle,No,No,No
7688,30,Female,PhD,Same,Hindu,Rural,Medium,No,Middle,Yes,No,No
7689,21,Female,School,Same,Hindu,Rural,Low,No,Middle,Yes,No,No
7690,33,Male,Graduate,Same,Christian,Urban,Medium,No,Middle,Yes,Yes,No
7691,23,Male,Graduate,Same,Hindu,Rural,Medium,No,Middle,Yes,No,No
7692,33,Male,Graduate,Same,Muslim,Rural,High,No,High,Yes,No,Yes
7693,21,Female,Graduate,Same,Hindu,Urban,High,No,Middle,No,Yes,Yes
7694,20,Female,Graduate,Same,Hindu,Rural,Medium,No,Middle,No,No,Yes
7695,34,Male,Postgraduate,Different,Hindu,Urban,High,No,Low,No,No,No
7696,30,Male,Postgraduate,Different,Others,Urban,Medium,No,Middle,No,No,No
7697,35,Male,School,Same,Muslim,Urban,Medium,No,Low,No,Yes,No
7698,33,Male,Graduate,Same,Hindu,Rural,Medium,No,Low,No,No,Yes
7699,23,Female,Graduate,Different,Muslim,Urban,Medium,Yes,Low,Yes,No,No
7700,33,Female,Postgraduate,Same,Hindu,Urban,High,No,Low,No,Yes,No
7701,28,Male,School,Different,Sikh,Rural,High,No,High,No,No,Yes
7702,37,Female,School,Same,Hindu,Urban,High,Yes,Middle,Yes,No,No
7703,26,Male,Postgraduate,Same,Hindu,Urban,Medium,No,High,Yes,No,No
7704,30,Female,School,Same,Muslim,Rural,Medium,No,Low,No,No,No
7705,30,Female,Postgraduate,Different,Muslim,Urban,Low,No,Low,No,No,Yes
7706,22,Female,School,Same,Sikh,Rural,High,No,Middle,No,No,No
7707,39,Male,Graduate,Same,Hindu,Rural,Low,No,Low,Yes,Yes,No
7708,31,Female,Graduate,Same,Hindu,Urban,Medium,Yes,Middle,Yes,No,No
7709,24,Male,School,Same,Christian,Rural,High,No,High,No,Yes,No
7710,21,Female,School,Same,Hindu,Urban,High,No,Middle,Yes,No,No
7711,36,Female,Graduate,Same,Hindu,Urban,Medium,No,Middle,No,Yes,No
7712,30,Female,Postgraduate,Same,Hindu,Rural,Low,No,Middle,Yes,No,No
7713,27,Female,School,Same,Hindu,Urban,High,No,Middle,Yes,No,No
7714,22,Female,Graduate,Same,Hindu,Rural,Medium,No,High,Yes,No,No
7715,33,Female,Graduate,Different,Others,Rural,Medium,No,Low,No,No,Yes
7716,37,Female,Postgraduate,Same,Hindu,Rural,High,No,Middle,Yes,No,No
7717,39,Female,School,Same,Hindu,Urban,Medium,Yes,Middle,Yes,No,No
7718,18,Female,Graduate,Same,Christian,Urban,Low,No,Middle,No,No,No
7719,29,Female,School,Same,Hindu,Urban,Medium,No,Low,No,Yes,No
7720,21,Male,School,Different,Hindu,Urban,Medium,No,Middle,No,No,No
7721,19,Female,Graduate,Different,Hindu,Urban,Low,No,Low,Yes,No,No
7722,28,Male,Graduate,Different,Muslim,Urban,Medium,No,Middle,Yes,Yes,No
7723,29,Female,School,Different,Others,Urban,High,No,Low,No,Yes,No
7724,23,Male,Postgraduate,Different,Hindu,Rural,Medium,No,Middle,Yes,No,No
7725,24,Female,School,Different,Sikh,Urban,Low,No,Middle,Yes,No,Yes
7726,27,Male,Graduate,Different,Hindu,Urban,Low,No,Low,Yes,No,No
7727,26,Male,School,Same,Hindu,Urban,Low,No,High,Yes,Yes,No
7728,22,Male,Graduate,Same,Muslim,Urban,Medium,No,Low,Yes,Yes,Yes
7729,18,Male,School,Same,Hindu,Urban,Medium,No,Middle,Yes,No,No
7730,19,Female,Postgraduate,Same,Hindu,Urban,Low,No,Middle,Yes,Yes,Yes
7731,35,Male,School,Same,Hindu,Urban,Low,No,Low,Yes,Yes,No
7732,34,Male,Postgraduate,Same,Muslim,Rural,Medium,No,Low,Yes,No,No
7733,24,Female,Postgraduate,Different,Hindu,Urban,Medium,No,Low,No,No,No
7734,28,Male,Postgraduate,Same,Muslim,Rural,Medium,No,Low,Yes,No,No
7735,27,Female,School,Same,Others,Urban,Medium,Yes,Low,No,No,Yes
7736,33,Female,PhD,Same,Muslim,Urban,Medium,No,Middle,Yes,No,No
7737,26,Female,School,Same,Hindu,Rural,Medium,No,Low,No,No,No
7738,24,Male,Postgraduate,Same,Hindu,Urban,Medium,No,Middle,Yes,No,No
7739,25,Male,Postgraduate,Same,Muslim,Urban,Medium,Yes,Low,Yes,No,No
7740,34,Female,Graduate,Same,Hindu,Rural,Medium,Yes,Low,Yes,No,Yes
7741,21,Female,Postgraduate,Different,Hindu,Rural,Medium,Yes,Low,Yes,No,Yes
7742,21,Female,Graduate,Different,Muslim,Rural,Medium,No,Low,Yes,No,Yes
7743,20,Female,PhD,Same,Hindu,Urban,High,No,Middle,Yes,No,No
7744,28,Female,Postgraduate,Different,Muslim,Urban,High,No,High,Yes,Yes,Yes
7745,21,Male,Graduate,Same,Muslim,Urban,High,No,High,No,Yes,No
7746,18,Male,Postgraduate,Same,Christian,Urban,High,No,High,Yes,No,No
7747,22,Male,Graduate,Same,Muslim,Rural,Medium,No,Low,Yes,No,No
7748,34,Male,Graduate,Same,Hindu,Urban,High,No,Low,Yes,No,Yes
7749,28,Female,PhD,Same,Christian,Urban,High,No,High,Yes,No,No
7750,30,Male,School,Same,Muslim,Rural,Medium,No,Middle,Yes,No,Yes
7751,36,Male,Graduate,Same,Christian,Rural,High,No,Middle,No,No,No
7752,22,Male,School,Same,Hindu,Rural,Low,No,Middle,Yes,No,Yes
7753,22,Female,Postgraduate,Same,Muslim,Urban,High,No,High,No,Yes,No
7754,18,Female,PhD,Same,Hindu,Urban,Low,No,Middle,Yes,No,Yes
7755,21,Male,Postgraduate,Same,Muslim,Rural,High,No,Middle,Yes,Yes,No
7756,25,Female,PhD,Same,Christian,Rural,Low,No,Low,Yes,No,No
7757,24,Male,Postgraduate,Same,Hindu,Urban,Medium,No,Low,No,Yes,No
7758,24,Female,Graduate,Same,Hindu,Urban,Medium,No,Middle,Yes,Yes,No
7759,33,Female,Graduate,Same,Hindu,Urban,High,Yes,Low,Yes,No,No
7760,35,Male,School,Same,Hindu,Urban,Medium,No,Middle,No,Yes,No
7761,29,Male,Graduate,Same,Hindu,Rural,Medium,No,Low,No,No,Yes
7762,35,Male,Postgraduate,Different,Hindu,Urban,High,No,Middle,Yes,No,No
7763,30,Male,Graduate,Different,Hindu,Urban,Medium,No,Middle,No,Yes,No
7764,19,Male,Graduate,Same,Hindu,Urban,Medium,No,Middle,No,Yes,No
7765,27,Male,Graduate,Same,Muslim,Urban,Low,No,Low,Yes,Yes,No
7766,21,Male,Graduate,Different,Christian,Rural,High,No,Middle,No,No,No
7767,26,Male,Postgraduate,Same,Hindu,Rural,Low,No,Middle,No,No,No
7768,35,Female,School,Same,Hindu,Urban,Medium,No,High,Yes,No,No
7769,39,Female,School,Same,Hindu,Urban,Low,No,Middle,Yes,Yes,No
7770,26,Female,Graduate,Same,Others,Rural,Medium,No,Low,Yes,No,Yes
7771,27,Male,School,Different,Muslim,Urban,High,No,Middle,No,Yes,No
7772,18,Male,PhD,Same,Muslim,Urban,High,No,Middle,Yes,No,No
7773,32,Male,Graduate,Same,Hindu,Urban,Medium,No,Middle,No,Yes,No
7774,33,Female,Postgraduate,Same,Muslim,Rural,Low,No,Low,Yes,No,Yes
7775,37,Female,Postgraduate,Same,Hindu,Urban,Medium,No,Low,Yes,No,No
7776,32,Female,Postgraduate,Same,Muslim,Urban,Medium,No,High,Yes,No,No
7777,30,Female,PhD,Same,Christian,Rural,Medium,No,High,Yes,No,No
7778,19,Female,PhD,Same,Muslim,Urban,Medium,Yes,Low,No,Yes,Yes
7779,32,Male,Graduate,Same,Hindu,Urban,Medium,No,High,Yes,No,No
7780,23,Female,School,Same,Hindu,Urban,High,No,High,No,No,No
7781,37,Female,School,Same,Others,Rural,Medium,Yes,Low,Yes,No,No
7782,36,Female,Graduate,Same,Hindu,Urban,Medium,No,Middle,No,No,No
7783,25,Female,School,Same,Hindu,Urban,High,No,Middle,Yes,No,No
7784,33,Female,Graduate,Different,Christian,Urban,High,No,High,No,No,No
7785,33,Male,School,Different,Muslim,Rural,High,No,High,No,Yes,No
7786,38,Female,Graduate,Same,Christian,Urban,High,No,High,No,No,No
7787,34,Female,Graduate,Different,Hindu,Rural,High,No,Low,Yes,No,No
7788,37,Male,Graduate,Same,Sikh,Rural,Medium,No,Middle,Yes,Yes,Yes
7789,37,Male,School,Same,Hindu,Urban,Low,No,High,Yes,Yes,No
7790,38,Female,Graduate,Same,Others,Rural,Medium,Yes,Middle,Yes,No,No
7791,31,Female,Postgraduate,Same,Hindu,Urban,Medium,Yes,High,No,No,No
7792,21,Female,School,Different,Hindu,Urban,Medium,No,Low,No,No,No
7793,25,Male,Postgraduate,Same,Hindu,Urban,Medium,No,Middle,No,No,Yes
7794,24,Female,Postgraduate,Same,Hindu,Urban,Medium,No,High,No,No,Yes
7795,38,Male,School,Different,Muslim,Rural,Medium,No,Middle,No,No,No
7796,39,Male,Postgraduate,Different,Sikh,Urban,Medium,No,High,No,No,No
7797,21,Female,Graduate,Same,Others,Urban,Medium,No,High,Yes,Yes,No
7798,34,Female,Graduate,Different,Hindu,Urban,Medium,No,Middle,Yes,No,No
7799,21,Male,Graduate,Different,Muslim,Rural,High,No,Middle,Yes,No,No
7800,22,Female,Graduate,Different,Muslim,Urban,Medium,No,Middle,No,No,No
7801,36,Male,Graduate,Same,Hindu,Urban,Medium,No,Middle,Yes,Yes,No
7802,32,Female,Graduate,Same,Hindu,Rural,Low,No,Middle,Yes,No,No
7803,19,Female,Graduate,Different,Muslim,Urban,Medium,No,Low,Yes,Yes,No
7804,34,Male,Postgraduate,Same,Muslim,Rural,Low,No,Low,Yes,No,No
7805,30,Male,School,Same,Muslim,Urban,High,No,Middle,Yes,No,No
7806,39,Female,Postgraduate,Same,Hindu,Urban,High,No,Middle,Yes,No,No
7807,25,Male,Graduate,Different,Muslim,Urban,Medium,No,Middle,No,Yes,Yes
7808,29,Female,Graduate,Different,Hindu,Urban,High,Yes,Middle,No,Yes,No
7809,19,Female,School,Same,Muslim,Urban,Medium,No,High,Yes,No,No
7810,18,Male,PhD,Same,Hindu,Rural,Medium,No,Middle,Yes,No,No
7811,32,Male,School,Different,Hindu,Urban,High,No,Middle,No,No,No
7812,25,Male,School,Same,Sikh,Urban,Low,No,Middle,Yes,No,No
7813,27,Male,Graduate,Same,Others,Urban,Low,Yes,Middle,No,No,No
7814,26,Male,School,Different,Muslim,Rural,High,No,Middle,Yes,No,No
7815,28,Male,Graduate,Same,Christian,Urban,Medium,No,Middle,No,Yes,No
7816,27,Female,School,Different,Hindu,Urban,High,No,Low,Yes,Yes,No
7817,27,Female,Postgraduate,Different,Christian,Urban,High,No,Middle,Yes,Yes,No
7818,27,Female,Graduate,Same,Christian,Rural,High,No,Middle,No,No,No
7819,20,Male,Graduate,Different,Hindu,Urban,Medium,No,Low,No,No,No
7820,24,Female,Graduate,Same,Hindu,Rural,Medium,No,Middle,Yes,No,Yes
7821,32,Male,School,Same,Hindu,Rural,Medium,No,High,Yes,No,No
7822,26,Female,Graduate,Different,Hindu,Urban,Medium,No,Middle,No,No,No
7823,26,Female,Graduate,Same,Hindu,Urban,High,No,High,Yes,No,No
7824,37,Male,Postgraduate,Same,Hindu,Urban,Low,No,Low,Yes,Yes,No
7825,27,Female,Postgraduate,Different,Hindu,Urban,Medium,No,Low,Yes,No,No
7826,23,Male,Graduate,Same,Hindu,Urban,Medium,No,High,No,Yes,No
7827,28,Female,Graduate,Same,Hindu,Urban,Low,No,Middle,No,Yes,No
7828,20,Female,School,Same,Hindu,Rural,Medium,No,Middle,No,No,No
7829,22,Male,Graduate,Same,Hindu,Rural,Medium,No,High,Yes,No,No
7830,39,Female,Graduate,Same,Muslim,Urban,High,No,Middle,Yes,No,No
7831,31,Female,Graduate,Same,Muslim,Urban,Medium,No,Middle,Yes,No,No
7832,22,Male,School,Same,Hindu,Rural,Medium,No,Low,Yes,No,No
7833,22,Male,Graduate,Same,Hindu,Rural,Medium,No,Middle,No,No,No
7834,20,Male,Postgraduate,Same,Hindu,Urban,Medium,No,Low,No,No,No
7835,34,Female,Postgraduate,Same,Hindu,Urban,Low,No,High,Yes,Yes,No
7836,38,Male,Graduate,Same,Hindu,Rural,High,No,Low,Yes,No,Yes
7837,32,Male,Graduate,Different,Hindu,Rural,Medium,No,High,Yes,No,No
7838,27,Male,Graduate,Same,Muslim,Urban,Medium,No,Low,Yes,No,No
7839,21,Male,Postgraduate,Same,Hindu,Urban,Medium,No,Middle,No,No,Yes
7840,34,Female,PhD,Same,Hindu,Urban,Medium,No,High,No,No,No
7841,34,Female,School,Different,Sikh,Urban,Medium,No,Low,No,Yes,No
7842,19,Female,PhD,Different,Hindu,Rural,Medium,No,High,Yes,Yes,No
7843,21,Female,Graduate,Same,Christian,Urban,High,No,High,Yes,Yes,No
7844,33,Male,Graduate,Same,Hindu,Urban,High,No,Middle,No,Yes,No
7845,29,Female,Graduate,Different,Hindu,Rural,Medium,No,Middle,Yes,No,No
7846,30,Female,PhD,Different,Muslim,Urban,High,No,Middle,Yes,No,No
7847,29,Male,Postgraduate,Same,Hindu,Urban,Medium,No,High,No,No,No
7848,19,Male,Postgraduate,Same,Hindu,Urban,Low,No,High,No,No,No
7849,35,Male,Postgraduate,Same,Hindu,Urban,Medium,No,Middle,No,No,No
7850,38,Male,School,Same,Hindu,Rural,High,No,Middle,Yes,No,No
7851,27,Male,School,Different,Others,Rural,High,No,High,No,No,Yes
7852,26,Male,Graduate,Different,Hindu,Rural,Medium,No,Middle,No,No,No
7853,24,Female,Postgraduate,Different,Hindu,Urban,Medium,No,High,Yes,No,No
7854,23,Male,Graduate,Different,Hindu,Urban,Medium,No,Low,No,No,No
7855,24,Male,Postgraduate,Same,Hindu,Urban,Low,Yes,Middle,Yes,No,Yes
7856,26,Female,Graduate,Same,Hindu,Rural,Medium,No,Low,Yes,No,No
7857,22,Female,School,Same,Hindu,Rural,Medium,No,Low,No,No,No
7858,22,Male,Graduate,Same,Hindu,Urban,High,No,Middle,Yes,Yes,No
7859,32,Female,Graduate,Same,Hindu,Rural,High,Yes,Middle,No,No,No
7860,29,Female,Graduate,Same,Christian,Urban,High,No,Middle,No,Yes,No
7861,33,Male,School,Different,Christian,Urban,Medium,No,Middle,Yes,No,No
7862,23,Female,Graduate,Same,Hindu,Rural,High,No,High,Yes,No,No
7863,27,Male,Graduate,Same,Muslim,Urban,Medium,No,Low,Yes,Yes,No
7864,36,Female,Postgraduate,Same,Hindu,Rural,Medium,No,Middle,No,Yes,No
7865,31,Female,PhD,Different,Hindu,Rural,Medium,No,Low,No,No,No
7866,39,Female,Postgraduate,Same,Hindu,Urban,Medium,No,Middle,Yes,Yes,No
7867,30,Male,Graduate,Same,Hindu,Urban,Low,No,Middle,No,Yes,No
7868,32,Male,School,Same,Sikh,Rural,Low,No,Middle,Yes,No,No
7869,32,Female,School,Same,Muslim,Urban,Medium,No,Low,Yes,Yes,Yes
7870,24,Female,Graduate,Same,Hindu,Urban,Medium,No,Low,Yes,Yes,No
7871,27,Female,Graduate,Same,Hindu,Rural,Medium,No,Low,No,No,No
7872,29,Female,School,Same,Christian,Urban,High,No,Middle,Yes,No,No
7873,31,Male,Graduate,Different,Muslim,Urban,Low,No,Middle,No,Yes,No
7874,24,Female,Postgraduate,Same,Hindu,Urban,High,No,Low,Yes,No,No
7875,26,Female,Postgraduate,Same,Hindu,Urban,Medium,No,Low,Yes,No,No
7876,20,Male,School,Different,Hindu,Urban,Medium,No,Middle,Yes,No,No
7877,36,Female,Graduate,Same,Hindu,Urban,High,No,Low,Yes,No,No
7878,38,Female,Graduate,Same,Sikh,Rural,Medium,No,Middle,Yes,Yes,No
7879,18,Female,Postgraduate,Different,Christian,Rural,Low,No,Middle,No,No,No
7880,39,Female,School,Different,Sikh,Urban,Medium,No,Middle,Yes,No,No
7881,23,Female,Graduate,Same,Hindu,Urban,High,No,High,No,No,Yes
7882,29,Male,Postgraduate,Same,Hindu,Urban,Medium,No,Low,No,No,No
7883,26,Female,Graduate,Same,Hindu,Urban,High,No,High,No,No,No
7884,19,Male,School,Different,Hindu,Rural,Medium,No,Middle,Yes,Yes,No
7885,22,Female,School,Same,Muslim,Rural,High,No,Middle,No,No,No
7886,24,Male,Graduate,Different,Sikh,Urban,Medium,No,Middle,No,Yes,No
7887,38,Male,School,Same,Muslim,Urban,Low,No,Middle,Yes,No,No
7888,39,Male,Graduate,Same,Christian,Rural,High,No,Middle,No,No,Yes
7889,23,Female,School,Different,Hindu,Urban,High,No,Middle,Yes,No,Yes
7890,26,Female,Postgraduate,Same,Hindu,Urban,High,No,Middle,No,No,No
7891,34,Female,Graduate,Same,Hindu,Rural,Medium,No,Middle,Yes,No,Yes
7892,25,Male,PhD,Same,Christian,Rural,High,No,Middle,Yes,No,No
7893,28,Male,Graduate,Same,Muslim,Rural,High,No,Low,Yes,Yes,Yes
7894,19,Male,School,Same,Hindu,Rural,High,No,Low,Yes,Yes,No
7895,36,Male,Graduate,Different,Hindu,Rural,High,No,Middle,Yes,Yes,Yes
7896,19,Female,Postgraduate,Different,Hindu,Urban,Low,No,Middle,No,Yes,No
7897,24,Male,Postgraduate,Different,Muslim,Urban,High,No,Middle,No,No,Yes
7898,32,Female,School,Different,Muslim,Urban,High,No,Low,Yes,No,No
7899,36,Female,Graduate,Same,Muslim,Urban,High,No,Middle,No,Yes,No
7900,33,Female,Graduate,Different,Hindu,Urban,Low,No,Low,Yes,No,No
7901,27,Female,Postgraduate,Same,Hindu,Rural,Medium,No,High,No,No,No
7902,32,Female,Graduate,Same,Christian,Rural,Medium,No,Middle,No,No,Yes
7903,29,Female,PhD,Different,Muslim,Rural,Medium,No,High,No,No,Yes
7904,23,Male,PhD,Same,Hindu,Urban,Medium,No,Middle,No,No,Yes
7905,24,Female,Graduate,Same,Hindu,Rural,Medium,No,Low,Yes,No,No
7906,20,Male,PhD,Different,Muslim,Urban,Low,No,High,Yes,Yes,No
7907,26,Male,PhD,Same,Muslim,Urban,Medium,No,Middle,Yes,No,No
7908,30,Male,Postgraduate,Same,Hindu,Rural,Low,No,High,Yes,No,No
7909,33,Male,Postgraduate,Different,Hindu,Rural,High,No,High,Yes,No,No
7910,28,Female,Graduate,Same,Hindu,Urban,Medium,No,Middle,Yes,No,No
7911,26,Male,Graduate,Different,Hindu,Rural,Medium,No,Middle,No,No,No
7912,30,Female,School,Different,Hindu,Urban,Medium,No,Middle,No,Yes,Yes
7913,32,Female,Postgraduate,Same,Hindu,Rural,Medium,No,Low,Yes,No,Yes
7914,19,Female,Graduate,Different,Muslim,Urban,Medium,No,Low,No,No,No
7915,24,Male,Graduate,Same,Hindu,Urban,High,No,High,Yes,Yes,Yes
7916,20,Female,Graduate,Same,Hindu,Rural,Medium,No,Low,Yes,Yes,Yes
7917,22,Female,Graduate,Different,Muslim,Rural,Low,No,Middle,Yes,No,No
7918,24,Female,School,Different,Muslim,Urban,Medium,No,Middle,No,Yes,No
7919,29,Female,School,Same,Christian,Rural,High,No,Middle,Yes,No,No
7920,39,Female,School,Same,Hindu,Urban,Medium,No,High,Yes,No,No
7921,21,Male,Postgraduate,Different,Sikh,Urban,Medium,No,Middle,No,No,No
7922,31,Male,PhD,Same,Others,Urban,Low,No,Low,Yes,No,No
7923,20,Female,Graduate,Same,Hindu,Urban,High,No,Low,Yes,Yes,Yes
7924,38,Male,Graduate,Same,Hindu,Urban,Low,No,High,Yes,No,No
7925,24,Female,Graduate,Different,Muslim,Rural,Low,Yes,Middle,Yes,No,Yes
7926,31,Female,School,Same,Hindu,Urban,High,No,High,Yes,No,No
7927,24,Male,School,Same,Christian,Urban,High,No,Low,Yes,No,No
7928,35,Male,School,Same,Muslim,Rural,High,No,High,No,Yes,No
7929,31,Female,Postgraduate,Same,Hindu,Rural,Low,No,Low,Yes,Yes,No
7930,22,Male,PhD,Same,Hindu,Urban,Low,No,High,Yes,Yes,Yes
7931,27,Male,Graduate,Same,Hindu,Urban,High,No,Low,No,No,No
7932,29,Female,Postgraduate,Same,Hindu,Urban,Low,No,Low,No,Yes,No
7933,24,Male,Graduate,Different,Hindu,Urban,Medium,No,Middle,No,No,Yes
7934,36,Male,School,Same,Hindu,Urban,High,No,High,No,Yes,No
7935,24,Female,School,Same,Hindu,Rural,Medium,No,Low,Yes,Yes,No
7936,29,Male,School,Same,Christian,Urban,High,No,Low,Yes,Yes,Yes
7937,25,Male,Graduate,Same,Christian,Rural,Medium,No,Low,No,No,No
7938,31,Female,School,Different,Hindu,Rural,Low,Yes,Low,No,No,Yes
7939,30,Male,Postgraduate,Different,Hindu,Rural,High,No,Middle,No,No,No
7940,31,Male,Graduate,Same,Hindu,Rural,High,No,Low,Yes,Yes,Yes
7941,23,Male,Graduate,Same,Hindu,Urban,High,No,Low,No,No,No
7942,32,Male,Postgraduate,Same,Muslim,Rural,Medium,No,High,No,Yes,Yes
7943,27,Female,Postgraduate,Different,Others,Urban,High,No,Middle,Yes,No,Yes
7944,39,Female,Graduate,Same,Hindu,Urban,High,No,Middle,No,No,No
7945,29,Male,School,Same,Hindu,Rural,Low,No,Middle,Yes,No,No
7946,37,Female,Graduate,Different,Hindu,Rural,High,No,Middle,Yes,No,No
7947,22,Female,Graduate,Same,Hindu,Rural,High,No,Middle,No,Yes,No
7948,21,Female,School,Same,Muslim,Urban,High,No,High,Yes,No,Yes
7949,39,Female,PhD,Same,Hindu,Rural,Low,No,Middle,No,Yes,No
7950,39,Female,School,Different,Muslim,Rural,Low,Yes,Middle,Yes,No,No
